Individual/Business name,Address,Economic activity,Year
Ah Louey,"34 Punch La, Melbourne, Australia",cabt mkr,1915
Ah Louey,"34 Punch La, Melbourne, Australia",cabt mkr,1916
Wee Sing,"34 Punch La, Melbourne, Australia",cabt mkr,1917
Wee Sing,"34 Punch La, Melbourne, Australia",cabt mkr,1918
Wee Sing,"34 Punch La, Melbourne, Australia",cabt mkr,1919
Wee Sing,"34 Punch La, Melbourne, Australia",cabt mkr,1920
Ah Wong,"35 Punch La, Melbourne, Australia",cabinetmaker,1900
Ah Yep,"35 Punch La, Melbourne, Australia",cabinetmaker,1901
Ah Yep,"35 Punch La, Melbourne, Australia",cabinetmaker,1902
3 Chinese,"35 Punch La, Melbourne, Australia",[no data],1903
Occupied by Chinese,"35 Punch La, Melbourne, Australia",[no data],1913
Occupied by Chinese,"35 Punch La, Melbourne, Australia",[no data],1914
Occupied by Chinese,"35 Punch La, Melbourne, Australia",[no data],1915
Ah Gee,"35 Punch La, Melbourne, Australia",cabt mkrs,1916
Ah Gee,"35 Punch La, Melbourne, Australia",cabt mkrs,1917
Ah Gee,"35 Punch La, Melbourne, Australia",cabt mkrs,1918
Ah Gee,"35 Punch La, Melbourne, Australia",cabt mkrs,1919
Ah Gee,"35 Punch La, Melbourne, Australia",cabt mkrs,1920
Frismag [?] Electrical Engineers Pty Ltd,"15 Punch's La, Melbourne, Australia",electrical lamp [?]nd manufacturers,1940
Warash Systems Pty Ltd,"17 Punch's La, Melbourne, Australia","card, loose-leaf & filing systems",1940
Chinese,"18 Punch's La, Melbourne, Australia",[no data],1940
Korshaw Garratt,"22 Punch's La, Melbourne, Australia",signwriters,1940
Signum Specialities,"23 Punch's La, Melbourne, Australia",celluloid products,1940
Tyrex Mats Pty Ltd,"23 Punch's La, Melbourne, Australia",rubber mats manufacturers,1940
Chinese,"28 Punch's La, Melbourne, Australia",[no data],1940
Chinese,"31 Punch's La, Melbourne, Australia",[no data],1940
Chinese,"34 Punch's La, Melbourne, Australia",[no data],1940
Vacant,"36 Punch's La, Melbourne, Australia",[no data],1940
Vacant,"37 Punch's La, Melbourne, Australia",[no data],1940
Richardson's Hotel,"154 Russell St, Melbourne, Australia",[no data],1940
"Richardson, James Pty Ltd","158 Russell St, Melbourne, Australia",wine & spirit,1940
La Tosca Cafe,"163 Russell St, Melbourne, Australia",[no data],1940
Eastern Cafe (Chinese),"166 Russell St, Melbourne, Australia",[no data],1940
Posners' Stores,"167 Russell St, Melbourne, Australia",outfitters,1940
Old Vienna Inn,"168 Russell St, Melbourne, Australia",cafe,1940
"Kuger, Miss E.","168 Russell St, Melbourne, Australia",[no data],1940
"McGee, J.","169 Russell St, Melbourne, Australia",hairdresser,1940
The Blue House,"171 Russell St, Melbourne, Australia",clothiers,1940
Savoy Theatre,"172 Russell St, Melbourne, Australia",[no data],1940
Melbourne Total Abstinence Friendly Society,"172 Russell St, Melbourne, Australia",[no data],1940
Unfermented Wine Depot,"172 Russell St, Melbourne, Australia",[no data],1940
Victorian Bootmakers & Repairers Co-operative Society Ltd,"174 Russell St, Melbourne, Australia",leather merchants,1940
"Davis, Benjamin","175 Russell St, Melbourne, Australia",music shop,1940
Mee Chun & Co,"177 Russell St, Melbourne, Australia",tea dealers,1940
"Selig, Bart, Pty Ltd","178 Russell St, Melbourne, Australia",printers,1940
Jeffs Motor School,"178 Russell St, Melbourne, Australia",teachers' motor driving,1940
"Smith, C.J.","179 Russell St, Melbourne, Australia",sandwich shop,1940
Nevilles Stores,"179 Russell St, Melbourne, Australia",mercers,1940
"Barnett, Solomon","180 Russell St, Melbourne, Australia",pawnbroker & jeweller,1940
City Strand Cafe,"181 Russell St, Melbourne, Australia",[no data],1940
Dellas' Cafe,"182 Russell St, Melbourne, Australia",[no data],1940
Bondi Cafe,"185 Russell St, Melbourne, Australia",[no data],1940
"Golden Fleece Hotel - Franks, Miss Edna","186 Russell St, Melbourne, Australia",[no data],1940
Oriental Cafe,"189 Russell St, Melbourne, Australia",[no data],1940
Blue Danube Cafe,"191 Russell St, Melbourne, Australia",[no data],1940
"Cohen, Albert","195 Russell St, Melbourne, Australia",pawnbroker & jeweller,1940
"White, N.","196 Russell St, Melbourne, Australia",chemist,1940
"Cohen, Harry","198 Russell St, Melbourne, Australia",pawnbroker,1940
City Cash Grocery co,"200 Russell St, Melbourne, Australia",[no data],1940
"Exford Hotel - Jones, Jno. J.","201 Russell St, Melbourne, Australia",[no data],1940
Silver,"202 Russell St, Melbourne, Australia",dyers,1940
"Spencer, Walter D.","204 Russell St, Melbourne, Australia",grocer,1940
Cypress Cafe,"205 Russell St, Melbourne, Australia",[no data],1940
Kellow Falkiner Pty Ltd,"206 Russell St, Melbourne, Australia",service only,1940
Quittenton Bros,"207 Russell St, Melbourne, Australia",dealers,1940
New Olympia Cafe,"209 Russell St, Melbourne, Australia",[no data],1940
Richard's Tea Rooms,"213 Russell St, Melbourne, Australia",[no data],1940
"Sang, Goon & Co","214 Russell St, Melbourne, Australia",merchants,1940
"Watson, Charles","215 Russell St, Melbourne, Australia",tailor & mercer,1940
Carrington Finance Co Pty Ltd,"215 Russell St, Melbourne, Australia",[no data],1940
Condon Philpott Motors Pty Ltd,"216 Russell St, Melbourne, Australia",motor cars - used,1940
Greek Club,"217 Russell St, Melbourne, Australia",[no data],1940
"Miller, J.J. Printing Co Pty Ltd","217 Russell St, Melbourne, Australia",printers,1940
Boyes Bros,"219 Russell St, Melbourne, Australia",ironmongers,1940
Victoria Plating Works,"220 Russell St, Melbourne, Australia",electro platers,1940
Posner's Stores,"221 Russell St, Melbourne, Australia",outfitters,1940
"Bear, S.","225 Russell St, Melbourne, Australia",clothing dealer,1940
Clancy's Jubilee Cafe,"226 Russell St, Melbourne, Australia",[no data],1940
Chinese laundry,"228 Russell St, Melbourne, Australia",[no data],1940
"Continental Hotel - Dumbrell, Mrs Nora J.","230 Russell St, Melbourne, Australia",[no data],1940
"Carrol, W.J.","231 Russell St, Melbourne, Australia",news agent,1940
"Curran, Charles P.","233 Russell St, Melbourne, Australia",tailor,1940
"Simitian, K.","235 Russell St, Melbourne, Australia",confectioner,1940
"Brown, William","237 Russell St, Melbourne, Australia",clothing dealer,1940
"Bert, C.J., & Co","? Star La, Melbourne, Australia",paper bag merchts,1913
"Lucas, B.M., & Co","? Star La, Melbourne, Australia",printers,1913
"Bert, C.J., & Co","? Star La, Melbourne, Australia",paper merchs & paper bag mnfrs,1915
"Lucas, B.M., & Co","? Star La, Melbourne, Australia",printers,1915
"Bert, C.J. & Co","? Star La, Melbourne, Australia",paper merchs & paper bag,1917
"Lucas, B.M., & Co","? Star La, Melbourne, Australia",printers,1917
Smith & Barnett,"? Star La, Melbourne, Australia",panel beaters,1919
"Green, E.A.","? Star La, Melbourne, Australia",motor mechanic,1919
Cadden & Wallis,"1 Star La, Melbourne, Australia",motor tyre experts,1909
Cadden & Wallis,"1 Star La, Melbourne, Australia",motor tyre experts,1910
Cadden & Wallis,"1 Star La, Melbourne, Australia",motor tyre experts,1911
Cadden & Wallis,"1 Star La, Melbourne, Australia",motor tyre experts,1912
"Bert, C.J., & Co","1 Star La, Melbourne, Australia",paper merchs & paper bag mnfrs,1916
"Bert, C.J., & Co","1 Star La, Melbourne, Australia",paper merchs & paper bag,1918
Williamson-Page,"1 Star La, Melbourne, Australia",motor & side car bldrs,1920
"Moseley, David & Sons Ltd","2 Star La, Melbourne, Australia",rubber gds,1910
"Moseley, David & Sons Ltd","2 Star La, Melbourne, Australia",rubber gds,1911
"Moseley, David & Sons Ltd","2 Star La, Melbourne, Australia",rubber gds,1912
"Lucas, B.M., & Co","2 Star La, Melbourne, Australia",printers,1916
"Lucas, B.M., & Co","2 Star La, Melbourne, Australia",printers,1918
1st of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1900
2nd of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1900
3rd of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1900
4th of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1900
5th of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1900
1st of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1901
2nd of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1901
3rd of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1901
4th of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1901
5th of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1901
1st of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1902
2nd of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1902
3rd of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1902
4th of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1902
5th of '5 houses occupied by Chinese',"? Tattersall's La, Melbourne, Australia",[no data],1902
Rodmill Tailoring Co,"- Tattersall's La, Melbourne, Australia",tailors,1940
"Purbrick, W. & K. Pty Ltd","4 Tattersall's La, Melbourne, Australia",printers,1940
Chinese,"9 Tattersall's La, Melbourne, Australia",[no data],1940
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1903
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1904
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1905
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1906
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1907
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1908
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1909
1st of 'Five houses occupied  by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1910
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1911
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1912
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1913
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1914
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1915
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1916
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1917
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1918
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1919
1st of 'Five houses occupied by Chinese',"11 Tattersall's La, Melbourne, Australia",[no data],1920
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1903
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1904
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1905
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1906
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1907
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1908
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1909
2nd of 'Five houses occupied  by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1910
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1911
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1912
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1913
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1914
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1915
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1916
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1917
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1918
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1919
2nd of 'Five houses occupied by Chinese',"13 Tattersall's La, Melbourne, Australia",[no data],1920
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1903
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1904
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1905
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1906
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1907
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1908
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1909
3rd of 'Five houses occupied  by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1910
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1911
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1912
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1913
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1914
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1915
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1916
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1917
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1918
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1919
3rd of 'Five houses occupied by Chinese',"15 Tattersall's La, Melbourne, Australia",[no data],1920
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1903
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1904
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1905
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1906
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1907
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1908
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1909
4th of 'Five houses occupied  by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1910
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1911
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1912
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1913
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1914
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1915
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1916
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1917
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1918
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1919
4th of 'Five houses occupied by Chinese',"17 Tattersall's La, Melbourne, Australia",[no data],1920
"Robertson & Moffat's stables - Midwinter, George S., caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1900
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1901
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1902
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1903
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1904
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1905
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1906
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1907
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1908
"Robertson & Moffat's stables - Savage, George, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1909
"Robertson & Moffat's stbls - Savage, G., crtr","18 Tattersall's La, Melbourne, Australia",[no data],1910
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1911
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1912
"Robertson & Moffat's stbls - Florence Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1913
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1914
"Roberson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1915
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1916
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1917
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1918
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1919
"Robertson & Moffat's stbls - Florence, Thomas, caretaker","18 Tattersall's La, Melbourne, Australia",[no data],1920
5th of 'Five houses occupied by Chinese',"19 Tattersall's La, Melbourne, Australia",[no data],1903
5th of 'Five houses occupied by Chinese',"19 Tattersall's La, Melbourne, Australia",[no data],1904
5th of 'Five houses occupied by Chinese',"19 Tattersall's La, Melbourne, Australia",[no data],1905
5th of 'Five houses occupied by Chinese',"19 Tattersall's La, Melbourne, Australia",[no data],1906
5th of 'Five houses occupied by Chinese',"19 Tattersall's La, Melbourne, Australia",[no data],1907
